x,y,color
168.54515846539113,-152.90629430782946,o
172.0061099384598,-150.00024228511705,o
166.69203563390266,-150.5470707551715,o
169.929373932508,-147.8352555503809,o
157.83420753856225,-159.29700607568697,b
142.27221945678016,-164.68142111419823,b
125.52022408010237,-167.39737185182003,b
108.8098578605169,-167.67111007338022,b
92.58302821891904,-165.97989254315453,b
76.7591797646098,-162.9647097374718,b
61.24161374511729,-159.26380709553337,b
45.93292571101275,-155.50871354980245,b
30.737960269426384,-152.3241818525947,b
15.562664579610054,-150.3272444715618,b
0.3079650904911984,-150.12647190873594,b
-15.14233563829728,-152.32229605898,b
-30.906630186657466,-157.03469372061903,b
-46.85491076892429,-163.42844678103162,b
-62.799530265067176,-170.53917569713587,b
-78.56809559900516,-177.39445387069736,b
-94.00546789512356,-183.0165330437611,b
-108.97558048329074,-186.41305851120234,b
-123.34451470030803,-186.55105697221012,b
-136.89304133257465,-182.36168557977214,b
-149.15349368861604,-173.55794140775478,b
-159.74470654794553,-161.14167495450363,b
-168.35085917370432,-146.1649467982653,b
-174.62585790054496,-129.65057748923772,b
-178.20053219409763,-112.61234266976697,b
-178.92785119899503,-95.90735307490846,b
-177.51727599819228,-79.7001149104862,b
-174.8704646818182,-63.94136145985698,b
-171.87829489660248,-48.57447467448104,b
-169.41890815627195,-33.54584711863816,b
-168.3521833327707,-18.802783739603836,b
-169.11590566940242,-4.16378515369623,b
-171.33129412675132,10.582190284315553,b
-174.5191176412626,25.59908892441475,b
-178.19324852342007,41.0463878926428,b
-181.86162969211648,57.083228708755044,b
-185.0278435280981,73.86922647265537,b
-187.2081492947734,91.45428999984159,b
-188.0134483502683,109.299905400659,b
-187.0872528608579,126.67795835924184,b
-184.0622184050924,142.86521407799046,b
-178.5483485746054,157.13733352652105,b
-170.12647621930026,168.73560928676454,b
-158.59960128035303,176.94841390905322,b
-144.53874562577718,181.9020362939158,b
-128.57346350099928,184.1024753417992,b
-111.27506336013627,184.03842275744836,b
-93.20628415939967,182.17124464362593,b
-74.93532045371458,178.9478193549426,b
-57.11716125145665,174.6222489914346,b
-40.7449837512988,168.93899456747485,b
-26.889235002652562,161.53193429868634,b
-16.646424304636852,151.9732718816785,b
-11.07661899915096,139.9912675837072,b
-9.929818617598352,126.02288582454464,b
-12.24065811595771,110.41539330258476,b
-17.09899529136394,93.38749021506787,b
-23.65197479686203,75.16273112979516,b
-31.061246458198024,55.999100107039006,b
-38.3846095493545,36.52658514869151,b
-44.555943394828745,17.79776567471061,b
-48.504860976888125,0.9165614041904787,b
-49.19651181171921,-12.944025766805945,b
-45.8210206239082,-22.5520108780712,b
-37.633247686892574,-27.45040291965875,b
-24.103478230238363,-28.406852888119076,b
-6.955463185847616,-26.675745892485114,b
11.954123606643245,-23.933914855762247,b
30.895846797698262,-21.421881475241044,b
48.51783826469498,-18.556830376944774,b
63.61860076094448,-14.371939516009789,b
74.98300418478141,-7.992968735725633,b
81.66349625612251,1.3799087062445856,b
84.19034177509013,14.30181623694903,b
84.10381153764692,29.92015318129674,b
83.15597042291442,47.066429500848386,b
83.20331179435627,64.64078689819522,b
86.16050182416097,81.5913877717703,b
93.99422955674801,96.8047621773997,b
107.05139607734043,108.86541526105614,b
122.93747318017961,116.51469165725912,b
139.11243272479666,118.48733295214198,b
153.09389950887027,113.48734584532829,b
163.70293964691507,102.36066472573656,b
171.40585273611433,87.17310837134792,b
176.77578175569784,69.74997987763133,b
180.29497134761263,51.87294871392955,b
182.40371509117577,35.032935280476224,b
183.5135010866861,19.22478134686791,b
184.02701705639598,3.9841598553610695,b
184.3465720243825,-11.158439684298386,b
184.87227235996878,-26.679617400714267,b
185.98401503150788,-43.05177964218441,b
187.57472303993393,-60.31726211554941,b
189.00410172682567,-77.94425341843906,b
189.59985150747931,-95.37138290849734,b
188.68133285117992,-112.04782239299365,b
185.54946997258136,-127.42884622185939,b
179.47508957406575,-140.95039339639737,b
156.53264844741696,-156.5940551082706,y
141.5333745178829,-161.7738262049535,y
125.2424160829654,-164.41026242685302,y
108.94016347406725,-164.67394133487429,y
93.02605570005308,-163.01278508791128,y
77.40044017377286,-160.03404682822415,y
61.96514155869424,-156.3523628657772,y
46.62269021524174,-152.58908601727268,y
31.273367447281235,-149.37234527956062,y
15.816352006556546,-147.33798993415468,y
0.155843355136088,-147.1303312281883,y
-15.785196914917112,-149.39198389488848,y
-31.908532378383867,-154.20693984197015,y
-48.04092255113043,-160.67283867165392,y
-64.03132782751504,-167.8037278791091,y
-79.71345455794666,-174.6217020146575,y
-94.90375489236789,-180.1541772883418,y
-109.39960877523814,-183.443176357374,y
-122.99624814408403,-183.5713404746527,y
-135.57311179327317,-179.66765773817895,y
-147.12440168451946,-171.3482387945257,y
-157.29813436717913,-159.4055054454119,y
-165.6471363111552,-144.86499192115264,y
-171.75450691483954,-128.7814724801114,y
-175.2264663749336,-112.21872800632016,y
-175.92867220394282,-95.97753395291468,y
-174.54317153029828,-80.09343744232632,y
-171.9228251684795,-64.49941280104753,y
-168.93127437636502,-49.13578568746698,y
-166.4448965448366,-33.93987114715406,y
-165.35251844879772,-18.847623274161617,y
-166.13138007647024,-3.8594711955334216,y
-168.38087600883225,11.12535962205009,y
-171.5952389433636,26.270604642750904,y
-175.27559820350498,41.744468554672295,y
-178.929012504289,57.715491652204165,y
-182.06690109889425,74.35174064958763,y
-184.22045690989088,91.7257567810783,y
-185.01348259671525,109.3142398873503,y
-184.10418977652907,126.3596273445504,y
-181.16173159663614,142.09893979682795,y
-175.87791319125725,155.77030212111652,y
-167.97371043634294,166.64620758203466,y
-157.21355650423143,174.28779746195193,y
-143.83417106018496,178.98594735811147,y
-128.37546784916165,181.1090161852625,y
-111.43564892655047,181.04272379462526,y
-93.62148584564537,179.20011563940233,y
-75.53459471542396,176.00828361621572,y
-57.92969740757975,171.73438040110838,y
-41.8947327639413,166.16806021099373,y
-28.556931356435463,159.0381843369662,y
-19.017461507281915,150.1352885891339,y
-13.977570112829245,139.22675294287376,y
-12.927568325949926,126.13906106320611,y
-15.169811613817263,111.06351349666696,y
-19.950277771250036,94.3203290113744,y
-26.457657737156953,76.22487200488567,y
-33.85853857918516,57.08314659583149,y
-41.20596058682229,37.54637842351707,y
-47.43278272795136,18.648527363668578,y
-51.46316834316268,1.4149764186570237,y
-52.185744239127295,-13.197973586115312,y
-48.264162014116664,-24.293004889390673,y
-38.437779393684764,-30.340511694906844,y
-24.004784686656688,-31.40522904605111,y
-6.552283800506878,-29.64853017380057,y
12.371600870360604,-26.904724969902674,y
31.297880295468545,-24.394820940933307,y
49.10028813051402,-21.49974596421658,y
64.65923801205463,-17.185669089298933,y
76.86877643162453,-10.326177477573712,y
84.43284740667995,0.22635151004398502,y
87.18182081202565,14.075866747957939,y
87.10050508552683,30.06096433176053,y
86.15276520652309,47.205069411898265,y
86.1980376700121,64.46297539778692,y
89.03758616226634,80.74145500300041,y
96.39652263876907,95.00782368427487,y
108.76426715153897,106.40247541542979,y
123.86005498598092,113.66007385243755,y
138.92011261780752,115.49350380263333,y
151.45110295891288,110.97712284817283,y
