x,y,color
120.48799007131073,-101.56495419146194,o
123.84512509828816,-100.56255835173758,o
119.6587639276987,-98.68183365933874,o
122.92906845009891,-97.70583991666066,o
111.52141372713272,-103.7314858575287,b
100.27310152263969,-105.53246363572467,b
88.96130297142396,-106.51743090669108,b
77.56283516856718,-106.89202900573638,b
66.05238168530607,-106.86081207808866,b
54.40348627921173,-106.62682868669661,b
42.58921476498411,-106.3916230472908,b
30.582406917197535,-106.35540780890553,b
18.355591042062667,-106.71730124951647,b
5.880685750178086,-107.67563977552409,b
-6.8713494152835946,-109.42842395357614,b
-19.93094343697756,-112.15154580717247,b
-33.22791857355633,-115.69008661974834,b
-46.553806906630854,-119.63125215772227,b
-59.69756069744234,-123.55321510754504,b
-72.45416774989592,-127.0327518138348,b
-84.62631438616818,-129.64409113164433,b
-96.0271061427821,-130.95394523917545,b
-106.47849873848409,-130.50824746843375,b
-115.78158896438735,-127.81370090415759,b
-123.63551780369565,-122.39931856228796,b
-129.83068029932963,-114.39721109620332,b
-134.58114038402792,-104.3497368671805,b
-138.14149387107605,-92.72636118134677,b
-140.734212681275,-79.97588109421221,b
-142.5624100648509,-66.54988226445768,b
-143.82043894471633,-52.905633451370164,b
-144.69877669642497,-39.50515379780469,b
-145.38102639593615,-26.793738482806084,b
-145.93875565174278,-14.818788864874529,b
-146.3335716807781,-3.2791046582949224,b
-146.52221563781245,8.135715447930451,b
-146.46141883958657,19.734813311478366,b
-146.10809007273792,31.826670166832397,b
-145.4109565738317,44.69632014932304,b
-144.1763403520137,58.16309519371027,b
-142.08992912314622,71.61640281491917,b
-138.82628412182663,84.43545954830198,b
-134.04355371669996,96.00313002442604,b
-127.37262668116162,105.68678970839568,b
-118.44150060164917,112.78617909874143,b
-107.08909555412917,116.57743232966655,b
-94.03919132902877,117.03546651279679,b
-80.26385669883872,114.58459936371105,b
-66.71717660704624,109.59509297029841,b
-54.36572202293955,102.40225297423017,b
-44.19041275106884,93.312743005956,b
-37.208862167911086,82.6013002490636,b
-34.523063255986756,70.57537531535742,b
-36.41666623413736,57.90614327138967,b
-41.60535352744119,45.10751317593101,b
-48.75288881909642,32.51803353126993,b
-56.57988451076547,20.509029705409375,b
-63.81286462217142,9.49253196725382,b
-69.16824964543653,-0.06244814776472907,b
-71.39508543288308,-7.5116373280351105,b
-69.81742946081833,-12.22945543848803,b
-64.07287206265904,-15.562865780091531,b
-54.3532708110642,-17.787833804352363,b
-41.670950161018304,-19.182241734962815,b
-26.965255574953545,-20.278436150269684,b
-11.114391012720601,-21.652579732280177,b
5.0270746697306565,-23.88278968885269,b
20.74824188652787,-27.073633477506075,b
35.70258485783931,-30.642451518911606,b
49.589573179550705,-33.956937217811216,b
62.09415931584144,-36.38849826755554,b
72.87350267248641,-37.32249709933693,b
81.54872166354698,-36.20494643708383,b
87.84684370707528,-32.613829570612374,b
91.89859163990299,-25.921534410799637,b
94.01957786905028,-15.868736194897057,b
94.63575385679965,-3.3650563761615966,b
94.34973677686772,10.61180080140253,b
93.8158165339097,25.136257978897948,b
93.70166116057383,39.31424138905297,b
94.68870666361668,52.28138920158484,b
97.50726008431931,63.21488018738067,b
103.04048894157145,71.25849288697182,b
111.79937789941829,75.27062469571156,b
122.7336791786121,75.29106699359248,b
134.9544570675959,72.0706946704823,b
147.66758220434895,66.1863004923742,b
160.0352180954226,58.14750427589167,b
171.19347399541383,48.44348582821594,b
180.32452734814103,37.54172952395397,b
187.18532922663348,25.786438843415702,b
191.87027070790907,13.428044145035642,b
194.48340257096638,0.7130254382785608,b
195.1319650510308,-12.115785497810613,b
193.92387041684407,-24.81933673462621,b
190.96593548613586,-37.16129177863682,b
186.3630293151128,-48.90661007661019,b
180.21790168123775,-59.82017075177186,b
172.6477260476821,-69.67627460856802,b
163.86986540818373,-78.37420154182878,b
154.1331321469994,-85.8959509564998,b
143.68259782428635,-92.2257081374144,b
132.7606192626951,-97.3471442993368,b
110.91190379889078,-100.79405540773513,y
99.90354013270648,-102.555313256743,y
88.78283820721212,-103.52274389000054,y
77.52135965829692,-103.89231572242947,y
66.0927996456949,-103.86108435903179,y
54.47199314280579,-103.62761098708886,y
42.63425306590039,-103.39196114110027,y
30.555118371375148,-103.35553192226173,y
18.210439483990303,-103.72081480282775,y
5.576676524118002,-104.69108312662793,y
-7.368751320443588,-106.46994607724459,y
-20.62843779836224,-109.23375527051009,y
-34.04731749858954,-112.80415775685958,y
-47.41956932807663,-116.75889155542801,y
-60.53762131526841,-120.67323278843654,y
-73.18786594594606,-124.12385391993877,y
-85.14899718761926,-126.6899749035539,y
-96.18928979345118,-127.95833236975196,y
-106.06816833438185,-127.53644179519915,y
-114.56591630898426,-125.07104890382921,y
-121.57792974375812,-120.2161256309137,y
-127.26994793915976,-112.83431321739648,y
-131.7818078838766,-103.27097018545706,y
-135.2332258710654,-91.990170146279,y
-137.77604208636674,-79.47665496166297,y
-139.5814553859966,-66.21237789023907,y
-140.82942495348436,-52.67360909003119,y
-141.70378551971808,-39.33186833549512,y
-142.38494097933568,-26.64053216298204,y
-142.94138712561875,-14.69316275850773,y
-143.3346680313229,-3.198006561621098,y
-143.5222954355454,8.15759649063553,y
-143.46179091541288,19.68756591454078,y
-143.1104985781555,31.706481849566632,y
-142.41770285115172,44.495242672557666,y
-141.19612103628083,57.81915794633412,y
-139.14433496270956,71.04765415162275,y
-135.96473478078957,83.53460696945773,y
-131.3761235068246,94.63024398565793,y
-125.12456375236835,103.70028195150536,y
-116.95900931593205,110.17807258485578,y
-106.55754539500337,113.62489876875088,y
-94.24263186686596,114.04237247024408,y
-81.03002827654446,111.68408542416242,y
-67.96726730167148,106.86795651327772,y
-56.08939559407861,99.94686106657944,y
-46.41711097033545,91.30231642427863,y
-39.93441767508481,81.34776637344834,y
-37.521017056768926,70.46459170476574,y
-39.303670213976694,58.72174612841744,y
-44.29667268164486,46.43295695452611,y
-51.30445070826949,34.0958585930938,y
-59.074581823882326,22.17530858840812,y
-66.34873194045457,11.095459583855208,y
-71.87867049755806,1.2234829562936502,y
-74.38354157456483,-7.248711693597077,y
-72.11327268164526,-14.160544226033283,y
-65.11397913881252,-18.37642154744059,y
-54.821739590084555,-20.751030895853905,y
-41.92479357819946,-22.171483029932794,y
-27.184359638447518,-23.27042435368233,y
-11.422797808700663,-24.636685167447194,y
4.521786362661287,-26.839930829674174,y
20.090606929406725,-30.000665466257185,y
34.98869754995641,-33.5562745937814,y
48.92605016162664,-36.8826400743373,y
61.62717383343997,-39.35192948140652,y
72.84437069282342,-40.32235565062912,y
82.36598385891767,-39.09148112490899,y
89.87444744687248,-34.82489788126231,y
94.70466145348489,-26.98265278369896,y
96.99828716331125,-16.225514754066833,y
97.63566120707367,-3.388633690935667,y
97.34787267359236,10.717541733737367,y
96.81433792074884,25.23043596288723,y
96.70109517843169,39.25596984782423,y
97.66041470242102,51.87035230286933,y
100.2956957139726,62.108251641173766,y
105.05747695673338,69.03773640624433,y
112.41001329986446,72.33342800367306,y
122.33766703983517,72.31731946127887,y
133.94207830557207,69.24667462058834,y
146.2292520111239,63.55358207688478,y
158.24890020196707,55.73730337482127,y
169.0767891755324,46.317540068493074,y
177.88352450558386,35.79773837643403,y
184.4869099719661,24.47551034573162,y
188.9946156568099,12.573288023625707,y
191.50978047137963,0.3160725332012755,y
192.13235387071282,-12.067486772036801,y
190.9616132763304,-24.344960688144365,y
188.0979315607661,-36.281204576103036,y
183.64362935807597,-47.63977785659526,y
177.70314658106022,-58.18432027384571,y
170.38828502592196,-67.70271785255933,y
161.88391969748068,-76.12564208427823,y
152.42620137864589,-83.4288904886458,y
142.25553368584144,-89.58686597753358,y
131.6150349729979,-94.57448553288194,y
