x,y,color
-129.56685810310526,-154.95140921865672,o
-127.50109857919603,-156.62001883484874,o
-127.62814630227783,-152.661999566949,o
-125.72470787241676,-154.20249198766209,o
-134.5756307759045,-149.81012034062812,b
-139.89410971233983,-142.12422249022381,b
-144.29510821482404,-133.24895934897216,b
-147.91556951687585,-123.39183839950687,b
-150.88492323548232,-112.75326133866822,b
-153.32639145137244,-101.53264180068184,b
-155.3592799764377,-89.93049177895892,b
-157.10059342400015,-78.14886525791832,b
-158.66594994958143,-66.39134765888808,b
-160.14579920447565,-54.82304830156781,b
-161.5107922238442,-43.46688524349692,b
-162.69431227924645,-32.32056433212784,b
-163.62950563839988,-21.381859961896836,b
-164.24925379347778,-10.648512324763159,b
-164.4861189013448,-0.11830493711923369,b
-164.2722996492005,10.210807119746995,b
-163.53962273896468,20.340509782046,b
-162.21960746787985,30.27189033654993,b
-160.24364542460205,40.00518322588619,b
-157.54331928127547,49.539581520059365,b
-154.0508308933481,58.87322672886059,b
-149.71934332966853,67.99355507836141,b
-144.5890346394006,76.86435620225632,b
-138.72180347403457,85.45205819667652,b
-132.17893226909192,93.72330501235051,b
-125.02123204223948,101.64470086932506,b
-117.3091469279832,109.18272399432394,b
-109.10283972785676,116.30368670172201,b
-100.46225503977294,122.97372158431217,b
-91.44716184146317,129.15877961927382,b
-82.1171793533574,134.82463074420755,b
-72.5307032983858,139.93763404969857,b
-62.727595124498706,144.47694979183998,b
-52.73218943426985,148.43250056761252,b
-42.568344521631545,151.7945355096749,b
-32.259944275999004,154.55329460190447,b
-21.830905245197698,156.69901159509809,b
-11.30518354831052,158.22191892572081,b
-0.7067810881457492,159.11225474363042,b
9.940249582570546,159.36027201310944,b
20.611802447912048,158.95624945993674,b
31.283717974171175,157.8905039031936,b
41.931786430728835,156.1534032549459,b
52.53175500651033,153.7353792293389,b
63.05788491257677,150.62796773913288,b
73.45863530453343,146.84344336948334,b
83.66161653645005,142.41274120575957,b
93.5938730792767,137.36716981365214,b
103.18230915111252,131.7377721639478,b
112.35366754878909,125.55533126953411,b
121.03449262362987,118.8503680444178,b
129.15106942881255,111.65314045585913,b
136.62933161731917,103.99365830106981,b
143.3947336960608,95.9017361728357,b
149.37209239858828,87.4071177347579,b
154.485422320337,78.53971309693398,b
158.657950898586,69.33022039903263,b
161.84640980393556,59.82073642254112,b
164.0919814594418,50.04988716870898,b
165.44985231679925,40.0498357602309,b
165.97582657236475,29.851420911491402,b
165.7258097824353,19.484272932751914,b
164.75546866693202,8.977096180012659,b
163.1200681502257,-1.6420165260746513,b
160.87443649647005,-12.345315399640016,b
158.0730027383145,-23.105197555229715,b
154.769864253681,-33.89407947458135,b
151.01885928862433,-44.6843225334748,b
146.87363224107844,-55.448194834745166,b
142.38753667162862,-66.15788003917363,b
137.5911556023428,-76.76962687904654,b
132.4722812714588,-87.18606803708123,b
127.01415837404576,-97.29905271094749,b
121.1995525921067,-107.00047851339326,b
115.01061003997289,-116.18216856850636,b
108.42871319233227,-124.73563986873242,b
101.4343977488157,-132.55169711097773,b
94.00747768780181,-139.51979061814467,b
86.12764589161904,-145.52716156216508,b
77.77588753143922,-150.45805744879002,b
68.93740450348088,-154.1939770565862,b
59.64892985726224,-156.70414895044377,b
49.96753845938459,-158.19386300172158,b
39.92752371692633,-158.90721936938903,b
29.557683513809003,-159.08481890090334,b
18.885229337864196,-158.96334294660215,b
7.937720358097454,-158.7763858129572,b
-3.2564180335982935,-158.75528181882467,b
-14.668208417341615,-159.12958345732181,b
-26.27833922098867,-160.0359259044856,b
-38.00077982298492,-161.3249791442184,b
-49.712915446209024,-162.79051487910465,b
-61.29393780416079,-164.22521112469164,b
-72.6250573594025,-165.4207260289557,b
-83.58980111842142,-166.16728018066962,b
-94.07425337371198,-166.25251831286508,b
-103.96653570637767,-165.45928918010367,b
-113.15352259737263,-163.5624657444455,b
-121.51131071124547,-160.32789094677307,b
