x,y,color
131.14247104196633,-36.42394660069431,o
132.28517653595995,-35.21014269284172,o
128.95882879216313,-34.36683539201488,o
130.0463124813036,-33.213273206679,o
126.34633033431867,-40.86799364802859,b
119.8901019600884,-45.516894678816925,b
112.9940403319582,-49.19069102067152,b
105.73570471602187,-51.92659191857344,b
98.19113207355647,-53.76454829109481,b
90.43414077504595,-54.74606497103215,b
82.53641155211453,-54.91306619664719,b
74.56798548546323,-54.30713574889966,b
66.59784410855744,-52.96914966546981,b
58.694392587152606,-50.93917874248925,b
50.92579910671681,-48.256528365242126,b
43.36021116911138,-44.95982436501695,b
36.065890097695956,-41.087096490277084,b
29.10878213096858,-36.7201109102243,b
22.477140281383083,-32.12356801549153,b
16.105396038390477,-27.59799986851767,b
9.933945540369475,-23.441552287566196,b
3.912149309668888,-19.949189555126914,b
-2.001256613438245,-17.406031443226308,b
-7.849224908178943,-16.07401985585819,b
-13.740025094594245,-16.144185976115878,b
-19.825412819587463,-17.50999559644076,b
-26.102477773711744,-19.94384350727142,b
-32.53980218672301,-23.194506432745722,b
-39.10836048087428,-26.994333929896122,b
-45.78704295939798,-31.06901112915238,b
-52.56210534546377,-35.142189272433356,b
-59.426296270574454,-38.93657813434689,b
-66.37861216901064,-42.172640464701345,b
-73.40693251796651,-44.592537483608055,b
-80.47371864011133,-46.11752111237836,b
-87.56636931992173,-46.74971058895257,b
-94.67185285197675,-46.49422468709534,b
-101.77712866137539,-45.35910741887247,b
-108.87073675289356,-43.35484875954479,b
-115.94369621694862,-40.49323225772302,b
-122.98952110719249,-36.78611811559047,b
-130.0036389086715,-32.24461468918499,b
-136.98263358709065,-26.878741451027615,b
-143.92360064944668,-20.697450326552687,b
-150.81672793847818,-13.71596127316294,b
-157.4287808421684,-6.17635328745153,b
-163.26093525575283,1.4131430945346355,b
-167.80084110948363,8.54436256654499,b
-170.53898456729763,14.774230643379585,b
-170.82201591190204,19.933759441887283,b
-167.26190191686425,23.27559459916884,b
-161.36862464157548,23.68265832765502,b
-153.93411824493026,22.757480576533425,b
-145.44300125253903,21.361196132144038,b
-136.6018374134153,20.233976193853056,b
-128.1914667805747,20.096799181723746,b
-121.04165580983356,21.6095039439722,b
-115.84324908814575,25.286302483718142,b
-112.15150436500103,31.20988290010652,b
-109.2375015204922,38.28229143054291,b
-106.30357472886222,45.09750699161857,b
-102.31654215095962,50.33377517157664,b
-96.90807042156453,53.07258750961645,b
-90.58683289275312,53.53530978107918,b
-83.6256897182984,52.3378154817838,b
-76.11883806202867,50.015603160162826,b
-68.17498463383107,47.028151527829806,b
-59.93395605859934,43.81487883706091,b
-51.5550222476549,40.81107916301231,b
-43.21110456301585,38.448923818632224,b
-35.08473085052401,37.150061035279556,b
-27.227030871297828,37.11308879211304,b
-19.579988291888913,38.13504787413157,b
-12.124277684476183,39.973025818783725,b
-4.848874184762968,42.381086952449444,b
2.2547759093837785,45.10855617516367,b
9.196989617993733,47.900856517779104,b
15.99236770057033,50.50027468488238,b
22.661245942602523,52.64501803566085,b
29.229083783342748,54.065240069064934,b
35.718777529371394,54.47632255922569,b
42.11971976010225,53.59373582829188,b
48.353589960514796,51.456281618337144,b
54.49611586878792,48.39719673422242,b
60.66938447704665,44.73441724326832,b
66.99126474564623,40.76866762485977,b
73.5706111545441,36.79330917339234,b
80.50946990559635,33.09770932009781,b
87.90718217272807,29.966897563680078,b
95.8496739582824,27.5947942628039,b
104.1844444789778,25.812382111316296,b
112.60535576707247,24.362272605434242,b
120.81013707122221,22.978679486990657,b
128.50580974273603,21.38725531484061,b
135.41173824643747,19.298500014401352,b
141.2538918962208,16.387744932384663,b
145.70600553365375,12.278184492353558,b
148.28612316492277,6.700029915969999,b
148.82282121063682,0.010395957343714082,b
147.6564048325728,-7.351334819218811,b
145.07546409434158,-15.042072315492987,b
141.31795894335352,-22.702661009140236,b
136.60389120183694,-29.957080925025682,b
124.40100815576103,-38.58419820587274,y
118.27365098608627,-42.98962614368902,y
111.72598624036145,-46.47186060654401,y
104.8197488392641,-49.069841171337536,y
97.61819600828801,-50.81976574137833,y
90.1868035637206,-51.75627830575086,y
82.59318496070883,-51.913603448074284,y
74.9065933053227,-51.326306209269795,y
67.1973412508681,-50.029659373538,y
59.5363178183607,-48.05974096662827,y
51.99464900910361,-45.45339442513728,y
44.64348150800667,-42.24814273965759,y
37.55384817848133,-38.48210498360657,y
30.76362055734157,-34.21781001253047,y
24.21107199437338,-29.675409357502524,y
17.83302709191801,-25.14539086117725,y
11.56032771635277,-20.920663353550296,y
5.3148513500847505,-17.297317200390893,y
-0.9909000424030489,-14.581287277931686,y
-7.4427357771277,-13.101686330437932,y
-14.048310008266103,-13.160067946948411,y
-20.677663728042567,-14.633597086317822,y
-27.313609959377214,-17.19918345020694,y
-33.96727779436014,-20.55588683348535,y
-40.647404132584455,-24.419194198128032,y
-47.35480999266386,-28.511256932712712,y
-54.082950973274755,-32.55626031432793,y
-60.81878976476041,-36.27933108737331,y
-67.54304125468641,-39.40784302104795,y
-74.24871293256768,-41.71305736844944,y
-80.96086624201503,-43.157337467068594,y
-87.68195112070876,-43.7519379412478,y
-94.41485049586623,-43.505253327420974,y
-101.16245616418455,-42.422752923720836,y
-107.92607934268425,-40.507460065085134,y
-114.70455216274415,-37.76110451310167,y
-121.49421179250875,-34.18533937578577,y
-128.28948196872798,-29.782569607298093,y
-135.08362994749288,-24.55628904531624,y
-141.8694114436033,-18.5110590746043,y
-148.63234949880322,-11.65963181700003,y
-155.125986765329,-4.253558592307671,y
-160.8272885150563,3.1673846803765744,y
-165.19508723942434,10.030985171199958,y
-167.6853791961875,15.69993922925935,y
-167.89799652432987,19.262856601602564,y
-166.23691283031644,20.45612703020163,y
-161.5089994603627,20.68594430889206,y
-154.39395113899334,19.7929310813255,y
-145.91887851512354,18.39917978665317,y
-136.88894701426523,17.247746451000072,y
-128.03504575792877,17.100879879794135,y
-120.03913746482287,18.781968450310444,y
-113.68117706647219,23.206532166328184,y
-109.46445720165825,29.875799865969768,y
-106.43914898661117,37.20098523148471,y
-103.61735380555622,43.76176107596204,y
-100.28714104278653,48.124356437577624,y
-96.06633454803767,50.19309437379932,y
-90.72738946845824,50.53860428186407,y
-84.32643625490739,49.42080429026765,y
-77.09826834818897,47.17998747489234,y
-69.26316964304813,44.23246674843938,y
-61.01030411922331,41.0146154829474,y
-52.509392470025354,37.96693122757496,y
-43.91650393806829,35.53303429368866,y
-35.37742316738748,34.16437330752752,y
-27.064163376609827,34.11751302455615,y
-19.039836739517266,35.18407577997844,y
-11.301773631270418,37.08798039757107,y
-3.839003863505452,39.55616891217938,y
3.3619139143050347,42.32032278499365,y
10.31265773479188,45.116025346386465,y
17.02062189111211,47.68199625299648,y
23.487465650437255,49.76103450686157,y
29.709724626175333,51.103992970256535,y
35.68649756440634,51.47649623027566,y
41.45431506021635,50.66846035658502,y
47.204219645178824,48.68519015860066,y
53.05807794222351,45.76431866606917,y
59.09494008182405,42.1807679238918,y
65.39807422622395,38.226671564905516,y
72.0597630180646,34.2015264069367,y
79.17909737808861,30.40882313097551,y
86.85787325496968,27.156390350539944,y
95.10194875524543,24.689470353023218,y
103.62157454847532,22.865658941193907,y
112.11786511929003,21.40214543446259,y
120.28802847165653,20.02446172076902,y
127.81998050688892,18.466700871030774,y
134.3892940127868,16.47810858960329,y
139.66493692807921,13.843099159547464,y
143.3681116638212,10.398223787072899,y
145.3952984021527,5.898074685950776,y
145.8241409965677,0.09937333508944382,y
144.73628873930963,-6.663641572294373,y
142.28950400907272,-13.929226233014038,y
138.6921793007523,-21.251702267996684,y
134.17066523442512,-28.202255750966255,y
132.25806451612897,-32.98701298701298,c
131.16574450863178,-34.21170794976036,c
130.05064991706473,-35.39539099635459,c
128.91333791817493,-36.538366722083225,c
127.7543656887095,-37.64093972223377,c
126.5742904054154,-38.70341459209372,c
125.37366924503985,-39.72609592695066,c
124.15305938432984,-40.70928832209206,c
122.91301800003251,-41.65329637280548,c
121.65410226889495,-42.55842467437842,c
120.37686936766418,-43.42497782209841,c
119.08187647308733,-44.253260411252974,c
117.76968076191149,-45.043577037129644,c
116.44083941088375,-45.796232295015926,c
115.09590959675118,-46.511530780199365,c
113.73544849626087,-47.18977708796748,c
112.36001328615983,-47.83127581360777,c
