x,y,color
169.91203817751958,-40.39097511592009,o
171.26589949028093,-40.22661162163424,o
169.61106439891316,-37.4061108334792,o
170.39941884447083,-37.354467598358845,o
163.93115431701594,-39.296989347815774,b
155.17675753734093,-35.713006645980045,b
145.66393217677336,-31.43741094703665,b
136.51273029069864,-28.270334406127755,b
129.091624525525,-27.921594417403544,b
124.34698259564004,-31.517698919488396,b
120.43307279667962,-38.82102562367317,b
115.30038422633766,-46.322003020300336,b
107.0750434188815,-50.44589403316868,b
96.75879619847832,-50.93117068991571,b
85.18077097190526,-48.87655081541733,b
73.05339995661038,-45.18585013832551,b
61.14479365602545,-40.69329748464447,b
50.258729483752155,-36.22240021548373,b
41.22924882108438,-32.60068359227037,b
34.99005943700011,-30.67137847933418,b
33.4229562917199,-30.66410283828016,b
34.82079059553691,-32.662939998634556,b
39.812896928091675,-39.3522131279142,b
45.257562619858746,-46.53778949968029,b
47.39927383186015,-51.786592243076925,b
43.22452743750921,-54.23178192891353,b
36.59994914311189,-52.622604245521345,b
27.53962654386375,-49.444719601450444,b
16.69067756445643,-45.583524711354066,b
4.904622280943383,-41.927811846763994,b
-6.922812014806574,-39.36968313185218,b
-17.85886442002954,-38.78047915512185,b
-27.42133366597453,-40.505852278124394,b
-35.92939298738563,-43.76534315783319,b
-43.670395435798625,-47.617366741091224,b
-50.93456274908834,-51.08971277066161,b
-58.07158904613063,-53.150743965625175,b
-65.3791261720485,-52.60823877245287,b
-72.57904398630465,-49.15787997162863,b
-79.76191227822596,-44.37095484090391,b
-87.20247829815828,-39.80263397254258,b
-95.02060133934145,-36.93484069720883,b
-103.42427851329185,-36.858907208863165,b
-112.46955458985867,-39.13745647792611,b
-121.64019166353151,-42.7516052185791,b
-130.43144075273386,-46.60090110505574,b
-138.41611202804313,-49.56767858754989,b
-145.3360215617227,-50.473964054853425,b
-150.8816166926478,-47.67614868082117,b
-153.80448792364757,-41.231075410007136,b
-154.8170288681966,-32.618621976347875,b
-154.62203970448778,-22.685849305588892,b
-153.69280041728922,-12.374652094616803,b
-152.45020825535,-2.651552056631899,b
-150.93582413733571,6.132253427214902,b
-148.83260039178663,14.133124974342875,b
-145.80445573426869,21.49687218723047,b
-141.56484955353713,28.319271410771346,b
-136.14988861319898,34.57526688984257,b
-129.72238321834215,40.243059407956075,b
-122.43735144542529,45.30578781926941,b
-114.44532859094844,49.745102072778145,b
-105.89756146262678,53.51000788257693,b
-97.00173878003375,56.35723804774419,b
-88.0045815672078,57.95975706074181,b
-79.1532726719824,57.9755319297689,b
-70.71279806087385,56.04248897717032,b
-62.99913391554528,51.79942525749204,b
-56.32520651809791,45.513938335309895,b
-50.2689592210548,39.47609113337269,b
-44.31243364026324,36.20978487533113,b
-37.6746264993536,36.833397696121715,b
-29.870842557336935,40.30038812440913,b
-21.519171900644476,44.99127441162092,b
-13.052379097587067,49.072061100710535,b
-4.682278974289302,50.61881641252135,b
3.1361546870668695,47.561742296162095,b
9.683158344146916,41.43534801943727,b
15.795522433084553,35.87060443626121,b
21.91991743818078,33.67181494945885,b
28.763227501311494,34.544302297197135,b
36.37459479679526,37.65917320550774,b
44.48482638646047,42.04567673028077,b
52.88821318176823,46.623451264106606,b
61.4567044517721,50.291674504134164,b
70.09333172436172,51.95457050337161,b
78.55002370411516,51.34540778945174,b
86.76478182034991,49.01134525898786,b
94.77492597904478,45.525571239370336,b
102.63689138778615,41.431691653105595,b
110.39777788538093,37.255654967144274,b
118.10857931762905,33.41212532630339,b
125.7692525963951,29.828493132501595,b
133.28571857332201,26.308312060605306,b
140.56055308109748,22.6533427626834,b
147.5007309739959,18.650535479703557,b
154.0919710234978,13.821980091020361,b
160.30313012072406,7.467487697093827,b
166.06017435812603,-0.9849347490767593,b
171.0024130026411,-10.947364538362667,b
174.58448741946722,-21.113941955497076,b
176.22423482454397,-30.2068668900338,b
175.17168969555684,-37.15765846010336,b
164.79566894011325,-36.424252940407165,y
156.40823121561866,-32.97741300296411,y
146.85121812633878,-28.68235158760997,y
137.2799130977574,-25.37008777169243,y
128.6011789643357,-24.96195539355119,y
121.96980797569393,-29.68766044276611,y
117.748110430803,-37.4827517003577,y
113.13732246542702,-44.243262098856256,y
106.30729563512935,-47.5457969071152,y
96.9500462960777,-47.937272996244765,y
85.87811572079501,-45.958724518120675,y
74.02074137113337,-42.346087720842554,y
62.25148242296124,-37.90488575515793,y
51.40823114197705,-33.45136323670877,y
42.298615826187074,-29.797746880819737,y
35.63059838591353,-27.74055779991265,y
31.164053540235997,-28.689930009134127,y
32.24301065209571,-34.19755739824669,y
37.453550022430235,-41.2051789070763,y
42.8034693392523,-48.263311498984365,y
44.39967223774509,-51.73770178815613,y
43.35178984695365,-51.2344824311752,y
37.492454399646014,-49.7584404291416,y
28.56241956888309,-46.62445464439911,y
17.669408698229596,-42.747667633188264,y
5.71674297988842,-39.03982639487109,y
-6.43646360975286,-36.409368076169464,y
-17.96990145087768,-35.78253472972294,y
-28.21132197584538,-37.61173436928456,y
-37.15377588362454,-41.02656851880251,y
-45.04262956647601,-44.949601104719825,y
-52.1203807303216,-48.33402125755935,y
-58.57005470008206,-50.19244513152629,y
-64.62647200803946,-49.70418785874633,y
-71.04284421797611,-46.581042710219336,y
-78.07308218506958,-41.89146841899123,y
-85.76884544319968,-37.16735470134887,y
-94.3366814833521,-34.013838535178905,y
-103.7670461529629,-33.87855314513276,y
-113.39606791581257,-36.28411228963934,y
-122.81892097995413,-39.992874133713116,y
-131.61859470531948,-43.8457848656095,y
-139.30051929968675,-46.70100389762362,y
-145.20111906914775,-47.476998703452594,y
-148.722718642504,-45.59308382127284,y
-150.90505727230965,-40.460814481436685,y
-151.82043285272277,-32.47575028549745,y
-151.6265298006288,-22.849923727369895,y
-150.71055272633782,-12.700533529827748,y
-149.4792595658052,-3.0680420134039643,y
-147.9946409739128,5.541117572104271,y
-145.969992838343,13.235640715446104,y
-143.10817588060246,20.18154905175633,y
-139.12828471655203,26.56908519348823,y
-133.99770220526852,32.485268405269125,y
-127.85042442584573,37.89875348099276,y
-120.83064433201551,42.77231347526701,y
-113.08703765746813,47.07021034786194,y
-104.79527028153086,50.71985481292678,y
-96.22678460998975,53.45905826823923,y
-87.66599984635144,54.97892455650714,y
-79.39691834833174,54.98544216783929,y
-71.68573935496379,53.20464027819877,y
-64.74767189013386,49.36167733134757,y
-58.49564503996289,43.44290076375197,y
-52.26543256121077,37.236873814297454,y
-45.1363987753533,33.32515639731944,y
-36.89190085464025,33.937307130357574,y
-28.480653110382157,37.64193494604101,y
-20.05104335981213,42.37505603625668,y
-11.936784938283555,46.28720030136564,y
-4.692540923336148,47.61883396383906,y
1.4347782926738353,45.09084805224914,y
7.530055588785439,39.34629356230725,y
13.99763579567616,33.469020867232565,y
21.518927134692834,30.69873459795325,y
29.52573450848232,31.642822835954064,y
37.67853102574659,34.95736819573591,y
45.954390597753104,39.43026452015254,y
54.26690328613683,43.95901631535742,y
62.45200079494019,47.461588782945455,y
70.327173202968,48.96369802817591,y
78.05428478010516,48.386650800575936,y
85.76004875345767,46.18459598388522,y
93.47586781245653,42.82141741981414,y
101.21402934492538,38.79058135495709,y
108.99615610746697,34.603211491464286,y
116.80760188235988,30.70889434969032,y
124.5089589372469,27.10605674339885,y
131.99546813020305,23.599944693715916,y
139.16566899243278,19.99734984492362,y
145.91777166629302,16.102155635536512,y
152.17982953628157,11.510332424773082,y
158.01438679257444,5.527989314044617,y
163.48205383905244,-2.5189799208796053,y
168.25393053136327,-12.149797116546775,y
171.70450073196002,-21.953987596984128,y
173.2347407570734,-30.457715889550123,y
172.41342966118816,-35.97782729302713,y
171.77419354838702,-38.50649350649349,c
170.83265916737588,-38.79053960999654,c
169.76155128821637,-38.898542974699645,c
168.56997125283203,-38.845028205532714,c
167.2670204031463,-38.644519907425746,c
165.86180008108266,-38.31154268530867,c
164.3634116285646,-37.86062114411147,c
162.78095638751566,-37.3062798887641,c
161.12353569985913,-36.66304352419651,c
159.4002509075187,-35.945436655338675,c
157.6202033524178,-35.16798388712055,c
155.7924943764798,-34.34520982447208,c
153.92622532162824,-33.49163907232323,c
152.03049752978663,-32.62179623560399,c
150.1144123428784,-31.750205919244266,c
148.18707110282705,-30.891392728174054,c
146.25757515155607,-30.05988126732331,c
144.33502583098888,-29.27019614162198,c
142.42852448304902,-28.536861956000035,c
140.54717244965994,-27.87440331538744,c
138.70007107274506,-27.29734482471413,c
136.89632169422802,-26.820211088910092,c
135.14502565603215,-26.457526712905267,c
133.45528430008096,-26.223816301629626,c
131.83619896829796,-26.133604460013117,c
130.2968710026066,-26.20141579298571,c
128.84640174493035,-26.441774905477367,c
127.49389253719268,-26.86920640241803,c
126.24844472131713,-27.498234888737674,c
125.11800068522179,-28.341555552145376,c
124.09453469750287,-29.386657789318004,c
123.15839528566698,-30.602679681127253,c
122.28966801397159,-31.95834421906721,c
121.4684384466739,-33.42237439463193,c
120.67479214803141,-34.96349319931551,c
119.88881468230143,-36.55042362461199,c
119.09059161374131,-38.15188866201544,c
118.26020850660845,-39.73661130301997,c
117.37775092516019,-41.27331453911962,c
116.42330443365388,-42.730721361808456,c
115.37695459634698,-44.077554762580576,c
114.21885334588234,-45.282632559578296,c
112.9374418112782,-46.326616112143086,c
111.53740098337126,-47.21337017157485,c
110.02529754087867,-47.94945374578057,c
108.40769816251763,-48.54142584266725,c
106.69116952700543,-48.99584547014194,c
104.88227831305917,-49.319271636111594,c
102.98759119939609,-49.51826334848324,c
101.01367486473343,-49.5993796151639,c
98.96709598778831,-49.56917944406055,c
96.85442124727801,-49.43422184308024,c
94.68221732191964,-49.20106582012991,c
92.45705089043048,-48.876270383116626,c
90.18548863152772,-48.46639453994739,c
87.87409722392852,-47.97799729852916,c
85.52944334635013,-47.417637666769004,c
83.1580936775097,-46.791874652573874,c
80.76661489612448,-46.107267263850815,c
78.36157368091159,-45.37037450850681,c
75.94953671058832,-44.587755394448884,c
73.53707066387187,-43.765968929584034,c
71.13074221947939,-42.91157412181927,c
68.7371180561281,-42.031129979061596,c
66.36276485253516,-41.13119550921802,c
64.01424928741784,-40.21832972019554,c
61.698138039493344,-39.2990916199012,c
59.42099778747879,-38.38004021624193,c
57.189395210091455,-37.46773451712482,c
55.009896986048496,-36.56873353045682,c
52.889069794067154,-35.68959626414497,c
50.8334803128646,-34.83688172609625,c
48.84969522115804,-34.01714892421769,c
46.94428119766467,-33.236956866416286,c
45.123804921101694,-32.502864560599036,c
43.394833070186316,-31.821431014672964,c
41.76393232363573,-31.199215236545054,c
40.23766936016715,-30.64277623412234,c
38.82261085849777,-30.158673015311805,c
37.525323497344786,-29.75346458802047,c
36.3523739554254,-29.43370996015534,c
35.31032891145682,-29.205968139623415,c
34.40575504415624,-29.076798134331707,c
33.64521903224086,-29.05275895218722,c
33.035287554427896,-29.140409601096962,c
32.582527289434516,-29.346309088967935,c
32.29350491597795,-29.677016423707144,c
32.17478711277539,-30.13909061322162,c
32.23294055854403,-30.73909066541833,c
32.47453193200107,-31.48357558820431,c
32.90612791186373,-32.37910438948656,c
33.53190062381631,-33.43024869844062,c
34.33260075936881,-34.62214133478612,c
35.27573092270759,-35.92891976060481,c
36.328643303414594,-37.32459660015621,c
37.458690091071745,-38.78318447769987,c
38.633223475260955,-40.27869601749525,c
39.81959564556417,-41.78514384380196,c
40.98515879156332,-43.276540580879505,c
42.097265102840296,-44.726898852987375,c
43.123266768977054,-46.110231284385144,c
44.030515979555524,-47.400550499332326,c
44.7863649241576,-48.57186912208844,c
45.35854629697305,-49.5985181451864,c
45.73087667586766,-50.46828594950589,c
45.90884580011985,-51.18709485395475,c
45.89947303480262,-51.76214701561653,c
45.70977774498903,-52.2006445915748,c
45.3467792957521,-52.50978973891315,c
44.81749705216484,-52.696784614715135,c
44.12895037930027,-52.76883137606435,c
43.28815864223143,-52.733132180044365,c
42.30214120603133,-52.59688918373873,c
41.17791743577302,-52.36730454423107,c
39.92250669652948,-52.05158041860491,c
38.542928353373796,-51.65691896394385,c
37.04620177137895,-51.19052233733147,c
35.43934631561799,-50.659592695851345,c
33.72938135116393,-50.07133219658702,c
31.923326243089786,-49.432942996622096,c
30.028200356468602,-48.75162725304015,c
28.05102305637342,-48.034587122924776,c
25.998813707877243,-47.28902476335951,c
23.878591676053077,-46.522142331427936,c
21.697376325973963,-45.74114198421363,c
19.462187022712936,-44.95322587880019,c
17.180043131343012,-44.165596172271165,c
14.857964016937226,-43.385455021710136,c
12.502969044568589,-42.620004584200686,c
10.122077579310144,-41.87644701682639,c
7.722308986234906,-41.16198447667081,c
5.310682630415902,-40.48381912081754,c
2.894217876926154,-39.849153106350144,c
0.47993409083869754,-39.2651885903522,c
-1.9251493627734533,-38.73912772990728,c
-4.314013118837266,-38.27817268209896,c
-6.679637812279717,-37.88952560401082,c
-9.015004078027777,-37.580388652726434,c
-11.313092551008426,-37.35796398532937,c
-13.566883866148643,-37.22945375890321,c
-15.769358658375385,-37.20206013053153,c
-17.91438293545361,-37.281506942422396,c
-20.001692240864895,-37.463717620971174,c
-22.033410504340974,-37.74062768288062,c
-24.011668603657064,-38.1041610436439,c
-25.938597416588326,-38.546241618754145,c
-27.816327820909954,-39.05879332370448,c
-29.64699069439713,-39.63374007398808,c
-31.43271691482505,-40.263005785098066,c
-33.17563735996889,-40.93851437252759,c
-34.87788290760384,-41.652189751769825,c
-36.54158443550509,-42.39595583831785,c
-38.16887282144781,-43.16173654766487,c
-39.761878943207215,-43.941455795303995,c
-41.32273367855848,-44.72703749672839,c
-42.85356790527679,-45.51040556743119,c
-44.35651250113732,-46.283483922905525,c
-45.83369834391527,-47.03819647864455,c
-47.28725631138583,-47.76646715014142,c
-48.71931728132416,-48.46021985288925,c
-50.13201213150548,-49.11137850238124,c
-51.52747173970497,-49.71186701411048,c
-52.9078269836978,-50.25360930357012,c
-54.27520874125917,-50.72852928625334,c
-55.631747890164256,-51.12855087765324,c
-56.97957530818827,-51.44559799326301,c
-58.32082187310635,-51.67159454857573,c
-59.657618462693684,-51.798464459084606,c
-60.99209595472554,-51.818131640282765,c
-62.32638522697704,-51.72252000766333,c
-63.66261715722338,-51.50355347671947,c
-65.00279909004398,-51.1562133155996,c
-66.34838920589179,-50.68907218697377,c
-67.70069313788841,-50.114478183959065,c
-69.06101651317083,-49.44477954778975,c
-70.43066495887585,-48.69232451969998,c
-71.81094410214038,-47.86946134092398,c
-73.20315957010138,-46.98853825269596,c
-74.60861698989571,-46.0619034962501,c
-76.02862198866028,-45.10190531282061,c
-77.464480193532,-44.1208919436417,c
-78.91749723164777,-43.13121162994757,c
-80.38897873014452,-42.14521261297242,c
-81.88023031615909,-41.17524313395047,c
-83.39255761682841,-40.233651434115885,c
-84.9272662592894,-39.332785754702904,c
-86.48566187067898,-38.484994336945725,c
-88.06905007813401,-37.70262542207855,c
